LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Isocyanide_id,Isocyanide_SMILES,Ketone_id,Ketone_SMILES,Carboxylic_acid_id,Carboxylic_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_2V00000052,CCCCCCCCC(CCCCCCCC)OC(=O)CCCC(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(C(=O)NCCCC)N(CCn1ccnc1)C(=O)C(CCC)CCC,A45,c1cncn1CCN,Is5,NCCCC,K3,OC(CCCCCCCC)CCCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000053,CCCCCCCC/C=C\CCCCCCCCN(C(=O)C(CCC)CCC)C(CCCC(=O)OCC(CCCCC)CCCCCCC)(CCCC(=O)OCC(CCCCC)CCCCCCC)C(=O)NC1CCCCC1,A0,N(CCCCCCCC/C=C\CCCCCCCC),Is4,NC1CCCCC1,K25,OCC(CCCCC)CCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000054,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCN(CCC)CCC)C(=O)CCCC,A33,CCCN(CCC)CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K0,OCCCCCCCC/C=C\C/C=C\CCCCC,Ac3,C(=O)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000055,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCCN(CCC)CCC)C(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(CCCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A32,N(CCC)(CCC)CCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K0,OCCCCCCCC/C=C\C/C=C\CCCCC,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000056,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCCCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCCCCCCCC)N(CCCN1CCN(C)CC1)C(=O)CCCCCCCCC/C=C\CCCCCCCC,A3,C1CN(C)CCN1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K47,OCCCCCCCCCCCCCCCCCC,Ac27,C(=O)CCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000057,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCCC(C)CCCC(C)C)(CCCC(=O)OCCC(C)CCCC(C)C)N(CCC1CCN(CC)CC1)C(=O)CCCCCCCCCCCCCC,A28,C1CN(CC)CCC1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K23,OCCC(C)CCCC(C)C,Ac13,C(=O)CCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000058,CCCCCCCCCCCCCCCCCCC(=O)N(CCC1CCN(CCC)CC1)C(CCCC(=O)OC)(CCCC(=O)OC)C(=O)NCCCn1cccn1,A30,C1CN(CCC)CCC1CCN,Is8,NCCCn1nccc1,K31,OC,Ac17,C(=O)CCCCCCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000059,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(CCN1CCC(CC)CC1)C(CCCC(=O)OCCCC)(CCCC(=O)OCCCC)C(=O)NCCCC,A38,C1CC(CC)CCN1CCN,Is5,NCCCC,K34,OCCCC,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000060,CCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCC)(C(=O)NCC(=O)OCC)N(CCCN1CCN(CCCO)CC1)C(=O)C(CCCCCC)CCCCCCCC,A26,C1CN(CCCO)CCN1CCCN,Is1,NCC(=O)OCC,K38,OCCCCCCCCC,Ac18,C(=O)C(CCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000061,CC(C)N(CCCN(C(=O)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)C(=O)NCCCn1cccn1)C(C)C,A37,N(C(C)C)(C(C)C)CCCN,Is8,NCCCn1nccc1,K6,OC8[C@H]9CCCC[C@H]9CCC8,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000062,CC(C)=CCC/C(C)=C\COC(=O)CCCC(CCCC(=O)OC/C=C(/C)CCC=C(C)C)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K16,OC/C=C(C)\CCC=C(C)C,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000063,CCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CCCCCN(C(C)C)C(C)C)C(=O)C(CCC)CCC,A31,CC(C)N(C(C)C)CCCCCN,Is4,NC1CCCCC1,K39,OCCCCCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000064,CCCCCCCCC(CCCCCCCC)C(=O)N(CCCCCN(C)C)C(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NCCCC,A2,N(C)(C)CCCCCN,Is5,NCCCC,K50,OC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac47,C(=O)C(CCCCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000065,CCCCCC(CCCC)C(=O)N(CCCN(CCO)CCO)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A46,OCCN(CCO)CCCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac54,C(=O)C(CCCC)CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000066,CCCCCCCC(=O)N(C1CCN(Cc2ccccc2)CC1)C(CCCC(=O)OCCC)(CCCC(=O)OCCC)C(=O)NCCCC,A49,C1CN(Cc2ccccc2)CCC1N,Is5,NCCCC,K33,OCCC,Ac6,C(=O)CCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000067,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)(CCCC(=O)OC(CCCCCCCC)CCCCCCCC)N(CCCN1CCN(CCCO)CC1)C(=O)C(CCCC)CCCCCC,A26,C1CN(CCCO)CCN1CCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K3,OC(CCCCCCCC)CCCCCCCC,Ac46,C(=O)C(CCCCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000068,CCCCCCCC(CCCCC)COC(=O)CCCC(CCCC(=O)OCC(CCCCC)CCCCCCC)(C(=O)NC1CCCCC1)N(CCN(CCO)CCO)C(=O)CCCCCC(C)(C)C,A44,N(CCO)(CCO)CCN,Is4,NC1CCCCC1,K25,OCC(CCCCC)CCCCCCC,Ac50,C(=O)CCCCCC(C)(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000069,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCCCn2cccn2)N(CCC2CCN(CCC)CC2)C(=O)C2CCCCCCCCCCC2)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A30,C1CN(CCC)CCC1CCN,Is8,NCCCn1nccc1,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac42,C(=O)C8CCCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000070,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCC(C)CCCC(C)C)(CCCC(=O)OCCC(C)CCCC(C)C)N(CCN1CCCC1)C(=O)CCCCCCCCC/C=C\CCCCCCCC,A13,C1CCCN1CCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K23,OCCC(C)CCCC(C)C,Ac27,C(=O)CCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000071,CCCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(C(=O)NC(C)(C)C)N(CCCN1CCOCC1)C(=O)C[C@H](C)CCC=C(C)C,A50,C1COCCN1CCCN,Is3,NC(C)(C)C,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000072,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@@]4(C)[C]3CC[C]4[C@@H](C)/C=C/[C@H](C)C(C)C)C2)(C(=O)NCCCn2cccn2)N(CC(C)CN(C)C)C(=O)CCCCCC)C/C1=C/C=C1\CCC[C@@]2(C)[C]1CC[C]2[C@@H](C)/C=C/[C@H](C)C(C)C,A15,CN(C)CC(C)CN,Is8,NCCCn1nccc1,K29,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@@]3(C)[C@]2CC[C@]3[C@@H](C)/C=C/[C@H](C)C(C)C,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000073,CCCCC(CC(C)C)C(=O)N(CCCn1cccn1)C(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)(CCCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C)C(=O)NCC(=O)OC,A1,n1cccn1CCCN,Is0,NCC(=O)OC,K4,O[C@H]1[C@@](C)2CC[C@@H](C(C)(C)2)C1,Ac45,C(=O)C(CCCC)CC(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000074,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCCC)N(C(=O)CCCCCCCC)C(C)(C)CNCCO,A39,OCCNCC(C)(C)N,Is6,NCCCCCCCC/C=C\CCCCCCCC,K41,OCCCCCCCCCCCC,Ac7,C(=O)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000075,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)N(C(C)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)OCC(CCCCC)CCCCCCC)(CCCC(=O)OCC(CCCCC)CCCCCCC)C(=O)NCC(=O)OCC,A42,N(C(C)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is1,NCC(=O)OCC,K25,OCC(CCCCC)CCCCCCC,Ac22,C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000076,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N(CCC1CCN(CC)CC1)C(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)(CCCC(=O)OCC1C[C@H]2C=C[C@@H]1C2)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A28,C1CN(CC)CCC1CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K8,OCC1C[C@@H]2C[C@H]1C=C2,Ac23,C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000077,CC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)N(CCCN1CCCC1)C(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)(CCCC(=O)OCCC1=CC[C]2C[C]1C2(C)C)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A6,C1CCCN1CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K12,OCCC7=CC[C@@]8C[C@]7(C8(C)C),Ac21,C(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000078,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N(CCCn1cccn1)C(CCCC(=O)OC)(CCCC(=O)OC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A1,n1cccn1CCCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K31,OC,Ac20,C(=O)CCCCCCC/C=C\C/C=C\CCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000079,CCCCCCCC/C=C\CCCCCCCCCC(=O)N(CCN(CCC)CCC)C(CCCC(=O)OCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCC)C(=O)NCCCn1cccn1,A33,CCCN(CCC)CCN,Is8,NCCCn1nccc1,K40,OCCCCCCCCCCC,Ac27,C(=O)CCCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000080,CCCC/C=C\CCCCCCCCC(=O)N(CCCN1CCN(C)CC1)C(CCCC(=O)OCCCCCCCCCCC)(CCCC(=O)OCCCCCCCCCCC)C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A3,C1CN(C)CCN1CCCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K40,OCCCCCCCCCCC,Ac28,C(=O)CCCCCCCC/C=C\CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000081,CCCCNC(=O)C(CCCC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)(CCCC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(C(=O)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)C1CCN(C)CC1,A25,C1CN(C)CCC1N,Is5,NCCCC,K48,OC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,Ac29,C(=O)C1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000082,CCC(CN(C(=O)C12CC3C[C@@](C)(C1)C[C@](C)(C3)C2)C(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)(CCCC(=O)OC1CCC[C@@H]2CCCC[C@H]12)C(=O)NC(C)(C)C)N(C)C,A24,CN(C)C(CC)CN,Is3,NC(C)(C)C,K6,OC8[C@H]9CCCC[C@H]9CCC8,Ac34,C(=O)C78C[C@]9(C)CC(C7)C[C@](C9)(C)C8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000083,CCCCCCCCC/C=C\CCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCC/C=C\CCCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(CCN1CCS(=O)(=O)CC1)C(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,A47,C1CS(=O)(=O)CCN1CCN,Is2,NCC(=O)OC(C)(C)C,K1,OCCCCCCCC/C=C\CCCCCCCCC,Ac31,C(=O)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000084,CCCCCCCCCCCC(=O)N(C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)OCC(CC)CCCC)(CCCC(=O)OCC(CC)CCCC)C(=O)NCC(=O)OC,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is0,NCC(=O)OC,K27,OCC(CC)CCCC,Ac10,C(=O)CCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000085,CCCCCCCCCCCCCC(=O)N(CCCN(CC)CC)C(CCCC(=O)OCC(CCCC)CCCCCC)(CCCC(=O)OCC(CCCC)CCCCCC)C(=O)NC1CCCCC1,A11,N(CC)(CC)CCCN,Is4,NC1CCCCC1,K22,OCC(CCCC)CCCCCC,Ac12,C(=O)CCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000086,CCCCCCCCCCCC(=O)N(CCCN(C)C)C(CCCC(=O)OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)(CCCC(=O)OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)NC1CCCCC1,A10,N(C)(C)CCCN,Is4,NC1CCCCC1,K49,OCCC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Ac10,C(=O)CCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000087,C=C[C@](C)(CCC=C(C)C)OC(=O)CCCC(CCCC(=O)O[C@](C)(C=C)CCC=C(C)C)(C(=O)NC(C)(C)C)N(CCN1CCCC1)C(=O)C(C)(C)C,A13,C1CCCN1CCN,Is3,NC(C)(C)C,K17,O[C@@](C)(C=C)CCC=C(C)C,Ac51,C(=O)C(C)(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000088,CCCCCCCCCCCCC(=O)N(CCCN(CC(C)C)CC(C)C)C(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)(CCCC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,A22,CC(C)CN(CC(C)C)CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K13,OC/C=C(C)/CC/C=C(C)/CCC=C(C)C,Ac11,C(=O)CCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000089,CCCCC(CC)COC(=O)CCCC(CCCC(=O)OCC(CC)CCCC)(C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N(CCn1cccn1)C(=O)C1CCCCC1,A4,n1cccn1CCN,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K27,OCC(CC)CCCC,Ac39,C(=O)C8CCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000090,CCCCCCCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCCCCCCC)(C(=O)NC1CCCCC1)N(CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(=O)C(CCCC)CC(C)C,A43,N(CC12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is4,NC1CCCCC1,K45,OCCCCCCCCCCCCCCCC,Ac45,C(=O)C(CCCC)CC(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000091,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCC(=O)OCC)N(CCN(CCC)CCC)C(=O)C2CCC2)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A33,CCCN(CCC)CCN,Is1,NCC(=O)OCC,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac37,C(=O)C8CCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000092,CC/C=C\CCC(=O)N(CCN(CC)CC)C(CCCC(=O)OCCC#CCCCCCC)(CCCC(=O)OCCC#CCCCCCC)C(=O)NCCCCCCCC/C=C\CCCCCCCC,A18,CCN(CC)CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K2,OCCC#CCCCCCC,Ac33,C(=O)CC/C=C\CC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000093,C=C(C)[C]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C](C(=C)C)CC2)(C(=O)NC2CCCCC2)N(CC(C)CN(C)C)C(=O)C(CCCC)CCCC)CC1,A15,CN(C)CC(C)CN,Is4,NC1CCCCC1,K11,OCC7=CC[C@](C(=C)C)CC7,Ac48,C(=O)C(CCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000094,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NCC(=O)OCC)N(C(=O)CCCCCCCCCCCCCC)C(C)(C)CN(C)C)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A23,CN(C)CC(C)(C)N,Is1,NCC(=O)OCC,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac13,C(=O)CCCCCCCCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000095,CCCCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCCCC)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCCn1ccnc1)C(=O)C(CCC)CCC,A48,c1cncn1CCCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K40,OCCCCCCCCCCC,Ac49,C(=O)C(CCC)CCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000096,CC(C)=CCC[C@@H](C)CC(=O)N(CC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)(CCCC(=O)O[C@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)C(=O)NC1CCCCC1,A43,N(CC12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is4,NC1CCCCC1,K14,O[C@@](C)(CCC=C(C)C)[C@H]7C/C=C(C)\CC7,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000097,CCCCNC(=O)C(CCCC(=O)OC/C=C(/C)CCC=C(C)C)(CCCC(=O)OC/C=C(/C)CCC=C(C)C)N(CCCN1CCCCCC1)C(=O)C(CCCC)CCCC,A20,C1CCCCCN1CCCN,Is5,NCCCC,K16,OC/C=C(C)\CCC=C(C)C,Ac48,C(=O)C(CCCC)CCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000098,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CNC(=O)C(CCCC(=O)OCCCCCC)(CCCC(=O)OCCCCCC)N(CCCCN(CC)CC)C(=O)C(CCCCCCCC)CCCCCCCC,A8,CCN(CC)CCCCN,Is9,NCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,K35,OCCCCCC,Ac47,C(=O)C(CCCCCCCC)CCCCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000099,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(CCCC(=O)OCCC)(CCCC(=O)OCCC)N(CCN1CCCCCC1)C(=O)CCCCCC,A27,C1CCCCCN1CCN,Is6,NCCCCCCCC/C=C\CCCCCCCC,K33,OCCC,Ac5,C(=O)CCCCCC,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000100,C=C(C)[C]1CC=C(COC(=O)CCCC(CCCC(=O)OCC2=CC[C](C(=C)C)CC2)(C(=O)NCC(=O)OC)N(C(=O)C[C@H](C)CCC=C(C)C)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)CC1,A40,N(C12C[C@H]3C[C@H](C[C@H](C3)C1)C2),Is0,NCC(=O)OC,K11,OCC7=CC[C@](C(=C)C)CC7,Ac44,C(=O)C[C@H](C)CCC=C(C)C,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000101,CCCCCCC#CCCOC(=O)CCCC(CCCC(=O)OCCC#CCCCCCC)(C(=O)NC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)N(CCN1CCC(CC)CC1)C(=O)C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,A38,C1CC(CC)CCN1CCN,Is10,NC1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,K2,OCCC#CCCCCCC,Ac43,C(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)\CCCC1(C)(C),ARCH_HEAD_LINKER_TAILA_TAILB,4CR
LNPhub_2V00000102,C=C1CC[C](OC(=O)CCCC(CCCC(=O)O[C]2CCC(=C)/C(=C\C=C3/CCC[C@]4(C)[C]([C](C)CCCC(C)C)CC[C]34)C2)(C(=O)NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)N(C(=O)C2CCCCCCCCCC2)C2CCN(Cc3ccccc3)CC2)C/C1=C/C=C1\CCC[C@]2(C)[C]([C](C)CCCC(C)C)CC[C]12,A49,C1CN(Cc2ccccc2)CCC1N,Is7,NC12C[C@H]3C[C@H](C[C@H](C3)C1)C2,K30,O[C@@]1CCC(=C)/C(C1)=C\C=C2/CCC[C@]3(C)[C@]([C@](C)CCCC(C)C)CC[C@@]23,Ac41,C(=O)C8CCCCCCCCCC8,ARCH_HEAD_LINKER_TAILA_TAILB,4CR
